"activity"	"subject"	"tBodyGyroMag-max()"	"tBodyGyroMag-min()"	"tBodyGyroMag-sma()"	"tBodyGyroMag-arCoeff()2"	"tBodyGyroMag-arCoeff()3"	"tBodyGyroMag-arCoeff()4"	"fBodyGyro-skewness()-X"	"fBodyGyro-kurtosis()-X"	"fBodyGyro-skewness()-Y"	"fBodyGyro-bandsEnergy()-9,16"	"fBodyGyro-bandsEnergy()-17,24"	"fBodyGyro-bandsEnergy()-25,32"	"fBodyAcc-energy()-Y"	"fBodyAcc-energy()-Z"	"fBodyAcc-iqr()-X"	"fBodyAcc-entropy()-Z"	"fBodyAcc-maxInds-X"	"fBodyAcc-maxInds-Y"	"fBodyAccJerk-std()-Y"	"fBodyAccJerk-std()-Z"	"fBodyAccJerk-mad()-X"	"fBodyAccJerk-max()-Z"	"fBodyAccJerk-min()-X"	"fBodyAccJerk-min()-Y"	"fBodyAccJerk-bandsEnergy()-57,64"	"fBodyAccJerk-bandsEnergy()-1,16"	"fBodyAccJerk-bandsEnergy()-17,32"	"fBodyAccJerk-bandsEnergy()-1,8"	"fBodyAccJerk-bandsEnergy()-9,16"	"fBodyAccJerk-bandsEnergy()-17,24"	"fBodyAcc-bandsEnergy()-1,24"	"fBodyAcc-bandsEnergy()-9,16"	"fBodyGyro-bandsEnergy()-25,48"	"fBodyGyro-bandsEnergy()-17,24.1"	"fBodyAcc-kurtosis()-Z"	"fBodyAcc-bandsEnergy()-17,24"	"fBodyAccJerk-bandsEnergy()-49,64"	"fBodyGyro-mean()-X"	"fBodyAccJerk-bandsEnergy()-1,24"	"fBodyAccJerk-bandsEnergy()-9,16.1"	"tGravityAcc-mean()-Z"	"tGravityAcc-std()-X"	"tGravityAcc-std()-Y"	"tGravityAcc-sma()"	"tGravityAcc-energy()-X"	"tGravityAcc-energy()-Y"	"tBodyAccJerk-min()-Y"	"tBodyAccJerk-min()-Z"	"tBodyAccJerk-sma()"	"tBodyAccJerk-arCoeff()-X,2"	"tBodyAccJerk-arCoeff()-X,3"	"tBodyAccJerk-arCoeff()-X,4"	"tBodyGyroJerk-arCoeff()-Z,4"	"tBodyGyroJerk-correlation()-X,Y"	"tBodyGyroJerk-correlation()-X,Z"	"tBodyAccMag-arCoeff()1"	"tBodyAccMag-arCoeff()2"	"tBodyAccMag-arCoeff()3"	"tBodyAccJerk-arCoeff()-Z,4"	"tBodyGyro-mean()-Y"	"tBodyGyro-max()-X"	"tBodyGyro-min()-Z"	"tBodyGyro-arCoeff()-Z,3"	"tBodyGyroJerk-mean()-X"	"tBodyGyro-entropy()-X"	"tBodyGyro-arCoeff()-X,3"
"WALKING_DOWNSTAIRS"	15	-0.718237908323171	-0.740510097194817	-0.617721779796037	0.00217799751542683	0.120304321631494	-0.0542745147657591	-0.175199887695396	-0.510678643560976	-0.115882681777134	-0.861991298719512	-0.947757718170732	-0.973493451707317	-0.720028204019207	-0.909260578841463	-0.649978043471951	-0.270264213371951	-0.730920533792683	-0.798577234807927	-0.605854882622652	-0.845111060762195	-0.582330972143293	-0.860635500987805	-0.870190928164634	-0.856267539268902	-0.984915539054878	-0.822178687580793	-0.890009682103659	-0.821241737768293	-0.838282517134146	-0.865767347957317	-0.759616891782622	-0.789229396334451	-0.968329537652439	-0.988803907103659	-0.522679370838415	-0.884616388170732	-0.948721166966463	-0.664354428856403	-0.803607248146341	-0.950516350670732	0.0372897701757012	-0.968733398628049	-0.956369493993902	-0.176426861919817	0.437718386859756	-0.563411485609756	0.693325130112195	0.804085777490854	-0.659094619222561	0.139687815535549	0.0445129482425305	0.200712528032317	0.133077939807622	-0.0612293723181402	-0.056824936110061	-0.0895921004802744	0.0255347052070427	0.0955136437639329	0.184587051247256	-0.075878845519878	-0.639208833152439	0.611406487628049	0.0229814653250915	-0.0960910108539634	-0.164916707583232	0.215225664126829
"WALKING_DOWNSTAIRS"	16	-0.807450817868852	-0.76992115257377	-0.718168775628415	-0.0985270488390984	0.141929395420628	-0.0495879774028962	-0.0650565410420765	-0.368850382481147	-0.184101713086885	-0.96994151726776	-0.986533768387978	-0.99111755204918	-0.865976106830601	-0.822858516994536	-0.746607200472678	-0.268631595612022	-0.780010575177596	-0.844626592896175	-0.738434398105464	-0.782089515344262	-0.699604807571858	-0.798348865087432	-0.904958395437159	-0.905775184781421	-0.990988951775956	-0.904140980737705	-0.924821725846995	-0.912004529426229	-0.929501468551913	-0.929511382923497	-0.850982444445082	-0.918399734754098	-0.98836356284153	-0.987889482814208	-0.452495443992623	-0.925591765300546	-0.944414528579235	-0.789780147036612	-0.90739295773224	-0.887336573306011	0.0402075536234973	-0.971156432131147	-0.964727519945355	-0.00999754719540983	0.453031876420765	-0.888462423715847	0.793679045765027	0.710672131284153	-0.723999115683607	0.144896426346694	0.0547162478050273	0.115902965416393	0.0437716075423497	0.163097722654098	0.0621595901013661	-0.0988827215203825	0.055376710168306	0.0328770457687978	0.117500099180929	-0.0724444803980874	-0.715318672196721	0.646619195502732	-0.0127155059962022	-0.107361614801257	-0.159580391228634	0.178127527563934
"WALKING_DOWNSTAIRS"	17	-0.983758576666667	-0.978570465	-0.979459900833333	-0.253540078125	0.2506398048125	-0.1245820500125	-0.03237062404375	-0.373216091145833	-0.0808716358333333	-0.999888165625	-0.999862809791667	-0.999880596666667	-0.997386742083333	-0.998608715625	-0.991618230208333	-0.838842385416667	-0.9206989246875	-0.984722222083333	-0.988578176875	-0.991258490416667	-0.992309704583333	-0.991504283333333	-0.995031895833333	-0.990067566041667	-0.999974700833333	-0.999965805416667	-0.9998524425	-0.99967477375	-0.999869169375	-0.9997833075	-0.999851945	-0.999760327916667	-0.999863557083333	-0.999949885625	-0.4892755983125	-0.999848778333333	-0.999525651875	-0.985134202708333	-0.9997695975	-0.999718281041667	-0.284880580416667	-0.986674910208333	-0.970555891666667	0.120568434145833	0.739236304375	-0.940949271666667	0.989127349791667	0.987830496875	-0.992688455625	0.167276340460417	0.249427784639583	0.2603647866875	0.0804302677291667	-0.0542828295104167	-0.09156547313125	0.0843960764866667	-0.0893437922291667	0.141831389541667	0.197896143145833	-0.07819643980625	-0.874747711875	0.822565677083333	0.151029109760417	-0.099654922875	-0.452852940541667	0.19356372113125
"SITTING"	17	-0.747601193471875	-0.740925790097813	-0.630693906651719	-0.119693820944375	0.128078662761875	-0.111536228129969	-0.0392772612875937	-0.342913799487813	-0.174436578365375	-0.9468089366875	-0.93038561309375	-0.97062758803125	-0.76330559240625	-0.8504032224375	-0.68906347205625	-0.22072792734375	-0.8042338692875	-0.874999999428125	-0.614345425693125	-0.79753323615625	-0.58959368320875	-0.811054899875	-0.8999816191275	-0.867448124375	-0.98960191996875	-0.8425113139875	-0.91126059234375	-0.8234262979375	-0.9069774239375	-0.815238625896875	-0.780606506221875	-0.90100715640625	-0.96878168090625	-0.9633024225	-0.41925914935875	-0.8945822304375	-0.961145293	-0.690246842451563	-0.8270436568125	-0.916733500375	0.0223722077328125	-0.9695361643125	-0.9570481696875	0.0248938438006875	0.39910345734375	-0.72974849605	0.6865688746125	0.74340310660625	-0.6518003559215	0.158707758534031	0.0720489716615625	0.164949200276625	-0.029719935219525	0.0472666505905875	0.0083631696423125	-0.135669958787938	0.0804159593504687	0.039716087193	0.138966340960438	-0.0833880991568063	-0.65746201086875	0.59018084145375	-0.042062123156875	-0.109084058157187	-0.175991692682438	0.101710172818062
"SITTING"	19	-0.655240178701389	-0.71450011265325	-0.548919668132222	-0.116427336661667	0.1563430966725	-0.0838070012175	-0.272426041147139	-0.585293038919722	-0.166388790416292	-0.803265342918111	-0.815768700066667	-0.891555738055555	-0.690774023141944	-0.837060158152778	-0.617530736995833	-0.268521726666667	-0.800179210113889	-0.79444444375	-0.572596722878	-0.728521901498861	-0.522768417406514	-0.752976199825	-0.852096328796667	-0.851478913670278	-0.974811309861111	-0.766521438688333	-0.754243394727061	-0.754324071838056	-0.797703141481111	-0.792971573263889	-0.743845875483333	-0.77453071884225	-0.880430032172222	-0.929700694672222	-0.577813276971667	-0.777532904343333	-0.869718727708333	-0.553089575942778	-0.733322752402778	-0.883661824547222	0.233011401195083	-0.958290447861111	-0.95925383425	0.172325807166111	0.236196618222222	-0.62036219381225	0.707470337902778	0.691729884012222	-0.573253622697222	0.165938312781944	0.104584519206944	0.116459816648069	0.03226406801525	-0.0900600461114444	0.204569551601417	-0.0061948700775	-0.0197185438811944	0.0840918771515278	0.125647813356028	-0.0681420603177778	-0.576480658975333	0.5487150761675	0.0420109528904167	-0.0895939425055556	-0.210580929279306	0.157212890321861
"SITTING"	21	-0.781559286568627	-0.786199293083333	-0.693779224517157	-0.108368298213554	0.129599528026225	-0.0888848806166912	-0.213280948229902	-0.529456884957353	-0.206604077907353	-0.948208009485294	-0.939487228088235	-0.964890621593137	-0.759124252963235	-0.865668049803922	-0.727086481647304	-0.30142426234951	-0.789531940536765	-0.814052286806373	-0.674102360655147	-0.794922813673627	-0.66365899936152	-0.815277688747549	-0.902083826818627	-0.866663589661765	-0.989381355955882	-0.893004557279412	-0.869100929117647	-0.82274209678897	-0.905531984264706	-0.855201763952941	-0.848283227446078	-0.882198767965686	-0.962987636176471	-0.967912738161765	-0.443355285747304	-0.867478192289216	-0.934948958308824	-0.752040828651961	-0.843570918186274	-0.881011393131323	0.0321851774362745	-0.965586634460784	-0.969330818455882	0.260186060147059	0.330873193529412	-0.690342239142157	0.747577886261275	0.748157812851667	-0.69790851110348	0.176557584217206	0.0720348089110294	0.115141070567843	0.0670460674177451	0.182989603982083	0.0651047623223039	-0.0345178783680392	-0.00800260252093137	0.0629835212283333	0.155786229711275	-0.0784719736838971	-0.695544649862745	0.621309120114706	-0.021940109963848	-0.100558317889216	-0.182286414261029	0.129871479233333
"SITTING"	22	-0.77250208030303	-0.824772996616162	-0.704296113121212	-0.0539120664658586	0.135806965752475	-0.000175028711616161	-0.191407962677778	-0.545026790767677	-0.183346291464217	-0.947203578030303	-0.906585636313131	-0.948867415555556	-0.777628808070707	-0.896061776313131	-0.722538227160606	-0.3567799685	-0.765070054176768	-0.814814813737374	-0.663075714679899	-0.826747967929293	-0.639549058191919	-0.84648666959596	-0.879444024313131	-0.888233704444444	-0.974678798686869	-0.873894398131313	-0.815660613429293	-0.833043455429293	-0.914520932323232	-0.827606873783333	-0.791400481393939	-0.896541265	-0.945270167727273	-0.993336954040404	-0.437191013259596	-0.86804792030303	-0.930828413383838	-0.700048715979798	-0.839113137777778	-0.922405019040404	0.236637160405404	-0.970886422525252	-0.964866300237374	-0.0312901099222222	0.437736639848485	-0.726735228570707	0.685381285765152	0.78369775829798	-0.691308795466667	0.160467723494646	0.0670798808781313	0.0890156100464647	0.0556455955878788	-0.0707173941075758	0.217175695463131	0.00297579129292929	-0.0505729101151515	0.158282986820202	0.152453405686535	-0.0909878213994949	-0.65680951400303	0.592762206791919	0.024700304240404	-0.106045772136364	-0.171030670491717	0.141692320890404
"STANDING"	22	-0.64651114796748	-0.693713779170732	-0.530408052165854	-0.0913367229130081	0.168524542231707	-0.0699202841469106	-0.254361829056911	-0.611803049837398	-0.230990778168293	-0.901668513577236	-0.837061499349594	-0.92557919796748	-0.609792625957724	-0.827065739918699	-0.540654694878049	-0.0328967225852033	-0.825334380325203	-0.786991868593496	-0.436851876529854	-0.705406665853659	-0.401828177235935	-0.739277323414634	-0.79968115402439	-0.840770193821138	-0.97147931398374	-0.782045534308943	-0.716290754292683	-0.67955992299187	-0.862822391382114	-0.673477153723577	-0.677054492992683	-0.824077292235772	-0.916471776504065	-0.983693571707317	-0.528785994517073	-0.78848789796748	-0.883456335365854	-0.54222877499187	-0.710851644796748	-0.884965156097561	0.234681679495935	-0.938572531056911	-0.945180370293496	0.0285234708869919	0.255202061056911	-0.703424665	0.473297464195122	0.614679729658537	-0.485620708142276	0.167926032978049	-0.0165243076113821	0.0195898863423577	-0.0370391263349594	-0.0670692410390244	0.142390413131707	-0.0719881366317073	0.0337760245	0.0354112950146341	0.0292211150650407	-0.10137018874878	-0.545848041118699	0.486426959821138	-0.0809191894430894	-0.114427759866748	-0.10450593128374	0.149913133076423
"STANDING"	23	-0.551136607708387	-0.710903609557312	-0.544207964433387	-0.207156777406747	0.0963432026373656	-0.10463410029086	-0.157341492208898	-0.463483046806452	-0.229258766386398	-0.928761460026882	-0.9205099725	-0.942927244032258	-0.767203223067204	-0.688476734176882	-0.591179994527285	-0.0942383376271505	-0.791536592497312	-0.826164873728495	-0.636977610060753	-0.627540367652688	-0.558705561466129	-0.629410220727312	-0.859750675652957	-0.830246751731183	-0.964069901981183	-0.863663550497043	-0.783621145795699	-0.861032167715054	-0.921031513736559	-0.797077867057258	-0.839899500591398	-0.904854685483871	-0.93738703483871	-0.756186964776344	-0.549216500122043	-0.758796565424731	-0.843031095436828	-0.685136501518817	-0.834757987392473	-0.723369878191667	0.0518662466372043	-0.964393040295699	-0.960318907096774	-0.127151263612473	0.434036829193548	-0.888487695430108	0.674385771013441	0.569937780420914	-0.577999793315188	0.185584513210511	0.137724709232581	0.0995123892401075	0.0302250969109677	0.0365178975172043	0.051724314869086	0.0139056909051344	-0.00978589802994624	0.0540742512	0.145030173644624	-0.0825972963754032	-0.653684522728495	0.538186830844086	0.025997090079543	-0.0966990737225806	-0.128548908147258	0.0635844320262177
"STANDING"	25	-0.734501364694376	-0.73300209196577	-0.625733064258924	0.139201661746455	0.00122456921872861	0.012931100845379	-0.0927616062801932	-0.414998663953056	-0.015303306798533	-0.888319059877751	-0.965558138630807	-0.986417308679707	-0.808779993349633	-0.889421784938875	-0.794249172127139	-0.251950321475795	-0.773956935388753	-0.834066829550122	-0.721707668572127	-0.870541516210269	-0.77307605398533	-0.88459787804401	-0.930524953594132	-0.895105272151589	-0.994922486845966	-0.960798687579462	-0.961179404596577	-0.888439685110024	-0.923533604792176	-0.952265185672372	-0.91742295794621	-0.905751696723716	-0.982401151393643	-0.995925210513447	-0.336610039818851	-0.958966242396088	-0.981518451882641	-0.672197763601467	-0.909439974547677	-0.962013843471883	0.239226040930391	-0.950017091344743	-0.901088770963325	-0.143690883128533	0.480075011515892	-0.741898072863081	0.793827123838631	0.861460269022005	-0.781215768606357	0.15917063217335	0.0276692508432763	0.109195276312763	0.0172455433653227	0.0128273072826406	0.0755446531537408	-0.201406404796846	0.11376255806868	-0.00361581928452323	0.11278504602802	-0.083900354157824	-0.61244934175242	0.640299645330073	0.0738705201572127	-0.108263884562298	-0.0923375141542298	0.140684895083399
"STANDING"	26	-0.774578088877551	-0.776902923813776	-0.694597662936224	-0.109397743911224	0.14930510576227	-0.0784602919170918	-0.283534666948724	-0.595065503384439	-0.172432413919872	-0.918788209413265	-0.907306328357143	-0.965721618061225	-0.809889275076531	-0.903145933571428	-0.703375588430867	-0.294306070216837	-0.796412111857143	-0.778741496489796	-0.6803580612	-0.78604912494898	-0.649097075655357	-0.802049108571429	-0.893812107903061	-0.889110600818878	-0.985988279183673	-0.876794647244898	-0.911422488086735	-0.861202029515306	-0.89633984207398	-0.891560418494898	-0.824307733640306	-0.882897915467092	-0.960107841147959	-0.978849059311224	-0.609298316453316	-0.904018959311224	-0.949119517015306	-0.703109561068878	-0.860105584996174	-0.895594015306122	0.234107010472449	-0.96781789994898	-0.959713562227041	-0.156243627512755	0.442228849897959	-0.68111755622449	0.744929212698979	0.769803657933673	-0.691900769118622	0.130315009880281	0.0682550030841837	0.170672343742781	0.0653791454368827	-0.0146691799545918	0.0589517802997449	-0.0887050039689286	0.0277189735538265	0.0847162324253316	0.181177771187321	-0.0827415060904082	-0.66209111408699	0.597543469285714	0.0360810575897704	-0.0988125627461224	-0.227341339871048	0.17910999429676
"STANDING"	27	-0.976765282051282	-0.958089922692308	-0.966683888076923	-0.081094792948718	0.134488028288462	-0.0623029265923077	-0.291404196064103	-0.605414289038462	-0.187172176948718	-0.999905700641026	-0.999928960384615	-0.999939249615385	-0.998037317179487	-0.997353934358974	-0.989685808974359	-0.827415771282051	-0.665012407025641	-0.789743589615385	-0.986093858717949	-0.990493986666667	-0.990325389871795	-0.990822913846154	-0.99460707025641	-0.989152585641026	-0.999979008461538	-0.999943821153846	-0.99984693974359	-0.999669793076923	-0.999810323205128	-0.999819389102564	-0.999653393974359	-0.999649997692308	-0.999916247948718	-0.999973770384615	-0.515592761442308	-0.999839083333333	-0.999508158846154	-0.986118446282051	-0.999745816666667	-0.999670843717949	0.219701605211973	-0.985853734871795	-0.982492101538462	-0.095709518974359	0.592498834358974	-0.849615871153846	0.988503679615385	0.987920757564102	-0.990464891153846	0.133623392029487	0.192921721568974	0.22019464813718	0.0844552667628205	-0.222415041008974	0.116755535808462	0.167358984041026	-0.148518021719231	0.174821454707692	0.21599801130641	-0.0765120463525641	-0.879125095769231	0.814286784487179	0.144490426629487	-0.0966434086025641	-0.490819444269231	0.211823971705128
"LAYING"	27	-0.726019979033557	-0.736367797308725	-0.622646577775503	-0.189127320918792	0.197196415752349	-0.114364845899329	-0.109235662682886	-0.426866169610403	-0.281002857358087	-0.952698085302013	-0.947412746610738	-0.976074092214765	-0.801313189328859	-0.852562625134228	-0.631647708824262	-0.172830066060403	-0.712275382838926	-0.736465323110738	-0.594512488954698	-0.746736746744966	-0.58028885177047	-0.761248025436242	-0.887059810234899	-0.86100592131208	-0.986585404496644	-0.861532751711409	-0.877423545771812	-0.887060562416107	-0.914423888255034	-0.783322291489933	-0.811119712080537	-0.91053119409396	-0.970387502281879	-0.976935732416107	-0.619660035376846	-0.881167441241611	-0.927103903926174	-0.711546673275168	-0.828800242785235	-0.900774544295302	0.120613102375168	-0.971679845234899	-0.969891146979866	-0.0842695776701342	0.378298246812081	-0.794801616107383	0.668784248234899	0.693802730938255	-0.621448437842282	0.172194243906711	-0.000853422742453021	0.156122888466577	0.00601207225939597	0.0818511070191275	0.145026006798993	-0.00643597096812081	-0.0146060348996644	0.0714909379093624	0.155788359906711	-0.0496441313538255	-0.693107010697987	0.532530405221477	-0.0594240323122819	-0.0873862322442852	-0.224724321772081	0.195087548732721
"LAYING"	28	-0.735457688019895	-0.771573643939712	-0.648538641430367	-0.00129209649458115	0.116415811242277	-0.0645200858246073	-0.217733984237304	-0.539380883164869	-0.230236887436911	-0.884880079740838	-0.933502231020942	-0.963222932696335	-0.805693073612565	-0.897309217225131	-0.675518423396021	-0.220797687070681	-0.76912683545288	-0.82914485089267	-0.654855915271466	-0.821715494424084	-0.641088675957592	-0.842505616780105	-0.878590345502618	-0.872938222670157	-0.984546688403141	-0.888500563769633	-0.884081285513089	-0.88377184452356	-0.872823976256545	-0.871080303945026	-0.845588774882723	-0.859502187664921	-0.957306518612565	-0.978934952251309	-0.54160359258534	-0.892977687120419	-0.944271882303665	-0.674356656020942	-0.839441227099476	-0.93174933395288	-0.0469931021049738	-0.973873328062827	-0.960365626256545	-0.0154804972890052	0.418582850706806	-0.833346935680628	0.719822593575916	0.773642596041885	-0.688615568571361	0.181576331837958	0.089096724321466	0.110983758016466	-0.0119700443981675	0.116669489774424	0.0770168929348168	-0.116681510362063	0.0534295577782199	0.0577713161180628	0.137532567422723	-0.0471474023101021	-0.648741439312565	0.614811363002618	-0.0736535234359948	-0.0881213551172775	-0.131792897832199	0.130851834719084
"LAYING"	29	-0.701149027537791	-0.726450912982558	-0.602228993700349	-0.0546547989916279	0.12763557180814	-0.0762147465662791	-0.261833030547093	-0.565409110432849	-0.0435101954069767	-0.914332844796512	-0.93433443255814	-0.953875333430233	-0.821859339651163	-0.82157670431657	-0.625457112350291	-0.291749813436047	-0.708927230813953	-0.750581394787791	-0.655526116655523	-0.818292780813954	-0.577602993320058	-0.843487980145349	-0.869577431249709	-0.863102176651163	-0.982930431889535	-0.856775323982558	-0.84575666380814	-0.896920142790698	-0.912524043284884	-0.843559438367151	-0.788964107343866	-0.894455170697674	-0.946839340552326	-0.992674310523256	-0.538620325976802	-0.852706544427326	-0.937440290261628	-0.685747413486628	-0.855761416366279	-0.939220168866279	0.208215370043721	-0.973282885843023	-0.964643161017442	-0.28104840652907	0.477045452063953	-0.706532947325581	0.671805563284273	0.742554426175581	-0.667856839605233	0.140428919555	0.0482901026771512	0.141490409859215	0.124320382060465	0.0695980415567442	0.00303632484052326	0.021371378078314	-0.0538378575502907	0.0939323426265116	0.134160801524971	-0.0882883296441861	-0.633555073215116	0.601527227895349	0.0231991166276453	-0.100707751809855	-0.213607182680814	0.175164671322442
"LAYING"	30	-0.637255724762402	-0.660263364515901	-0.510032754098198	0.0422555943245953	0.0463429788374674	0.0486629021589034	0.00701307794793734	-0.311689143674674	-0.108700318394909	-0.941132717937337	-0.953637330678851	-0.981708174360313	-0.791940214778068	-0.786025943577024	-0.667944469343864	-0.170125659896606	-0.770234985694517	-0.827502175509138	-0.672622022924282	-0.807184940939948	-0.63415407270235	-0.835209677963447	-0.887204011747258	-0.867475085686684	-0.988001433629243	-0.901295791618799	-0.9103838845953	-0.867821335013055	-0.910790167493473	-0.896711924386423	-0.849567349263708	-0.902334123342036	-0.977205112402089	-0.983022348720627	-0.393812416845953	-0.921145502114883	-0.940818814464752	-0.667418236692689	-0.873039575848564	-0.922870858198433	0.184343178348037	-0.974319118563969	-0.952288292767624	-0.271152540078329	0.490312232820627	-0.751769094543081	0.744749429347259	0.770899324814621	-0.693510970524282	0.136335329583238	-0.0140459172257702	0.106585725277728	0.0420450784575457	0.0300062593481462	0.0134706656739164	-0.157209785756136	0.0755086924927415	0.0246006219916005	0.121794038571279	-0.0717482452402089	-0.635463718389034	0.46385885128564	-0.0721666283201828	-0.0926769005274151	-0.109714856026371	0.16717148871906
"WALKING"	2	-0.698416859900662	-0.735091751778146	-0.614771054893146	-0.166604534372185	0.144381516838079	-0.0766789491913907	-0.229617201945364	-0.540187818755629	-0.234907371348013	-0.913189233013245	-0.893872838609272	-0.906554681556291	-0.688208358372848	-0.830835611754967	-0.54221996550404	-0.150928621125828	-0.758598588350993	-0.824503310298013	-0.509147543673841	-0.767087015496689	-0.498548018662914	-0.78966654513245	-0.854188630980132	-0.831087364506622	-0.980403101324503	-0.881041711556291	-0.72684577417351	-0.790873450354305	-0.852880085864238	-0.716191353681457	-0.842983792119205	-0.831243337983444	-0.909709305165563	-0.970368656258278	-0.590158146904636	-0.768062192026821	-0.926829161685431	-0.638717694593046	-0.742168433203974	-0.898392358476821	0.134865335090728	-0.963015508245033	-0.960033560165563	0.102866914538411	0.42822278089404	-0.651005101721854	0.583960484002649	0.706169094741722	-0.583251058675828	0.228924745364901	0.108695879327881	0.0854969500921192	-0.057460692242053	0.19239867245596	0.111621551897682	0.0635219913816225	-0.0769758413990066	0.0904740107192053	0.155497917998278	-0.0568420186817881	-0.634222980201722	0.535464604613609	-0.0733458710096026	-0.0875587491668874	-0.186421686582715	0.0473401127022516
"WALKING"	4	-0.776886185309278	-0.765202367480928	-0.708221087886598	0.0313508160061856	-0.00785350698247423	0.0640489321876804	-0.0829413021438144	-0.404498010262371	-0.0276854884990722	-0.953865807061856	-0.952391792783505	-0.96844571056701	-0.838153244484536	-0.935563195670103	-0.715661180792784	-0.284236221989691	-0.765547055448454	-0.797938143690722	-0.679116699128866	-0.872348615876289	-0.661708775097938	-0.888332648556701	-0.915297194690722	-0.883440417628866	-0.991017344639175	-0.924142889072165	-0.879063601701031	-0.880387507164948	-0.932796748659794	-0.889777437989691	-0.884630688195876	-0.921203292268041	-0.967344501443299	-0.996805542989691	-0.244944810571649	-0.900853779845361	-0.976455910154639	-0.70809700327835	-0.886654311237113	-0.966373076185567	0.193993433768041	-0.967576704329897	-0.94170652321134	-0.298515415046907	0.566285705670103	-0.72253617943299	0.725316689566495	0.843153504845361	-0.725451805103093	0.27399764764433	0.11257452721567	0.0790884300757732	-0.0724783244128866	-0.0718818601958763	0.322268352241237	-0.0794107947221649	0.068492939492165	-0.0181418347559278	0.0718958354881443	-0.0750086556675258	-0.685675099072165	0.619076962216495	-0.0756740856357732	-0.10509869233866	-0.0884691788175258	-0.00465742675051546
"WALKING_UPSTAIRS"	4	-0.682407339756097	-0.699101936682114	-0.574385249590244	-0.0863890936653658	0.082045297649187	0.0482812711268293	-0.221276094372358	-0.554636548682927	-0.000456950410487806	-0.912196873821138	-0.903661698536585	-0.928579848780488	-0.713988567886179	-0.905077252601626	-0.565752650260163	-0.118230520430894	-0.770784157333333	-0.711653115666667	-0.459377588636585	-0.841927060081301	-0.469671477346341	-0.870721998211382	-0.860773616853658	-0.807523673081301	-0.984367264552846	-0.85081751495935	-0.800118504065041	-0.779434355772358	-0.841953804390244	-0.792836433073171	-0.771515245495935	-0.810732269512195	-0.922756473577236	-0.996577405121951	-0.498794633758537	-0.848333000081301	-0.97082645504065	-0.537445270313821	-0.766752842764228	-0.965968654390244	0.117030634772358	-0.954845868211382	-0.940959838617886	-0.457045604390244	0.459096032845528	-0.565418021788618	0.544876212770732	0.807195238455285	-0.562613644320325	0.235541871911382	-0.0117909356918699	0.0450417378390244	-0.0509205836416809	-0.101939742480813	0.356471535410569	-0.0730171012934959	0.0512658310173171	-0.00438647533495935	-0.00378463936341463	-0.0845813729861789	-0.582530134065041	0.575033553739837	-0.0825802099186992	-0.112213469653659	-0.0160708343658537	-0.0442938292065854
"WALKING_UPSTAIRS"	9	-0.68718306415625	-0.638352681215278	-0.550201866572569	0.0191331772392396	0.10012859236875	-0.0817126595448611	-0.134612422201111	-0.471263257844097	-0.243919859066458	-0.946570822604167	-0.955427659722222	-0.967931707986111	-0.842776544479167	-0.77674265432257	-0.638414017520833	-0.0652586338090278	-0.716397847965278	-0.7981481475	-0.679065855003472	-0.739139922708333	-0.529769987404871	-0.7616902428125	-0.875664104930556	-0.883582376597222	-0.987172372881944	-0.796259703611111	-0.899008207152778	-0.914717461840278	-0.903667916527778	-0.937291849652778	-0.796876171435764	-0.880816609236111	-0.960336865243056	-0.973682272291667	-0.440169397652083	-0.885043230451389	-0.924227338159722	-0.639863219559028	-0.894243379201389	-0.847334672822917	0.104353653032743	-0.958784666180555	-0.949938115208333	-0.383766134317014	0.515609351038194	-0.953003848194444	0.760029488284722	0.708826648993055	-0.621301533845833	0.141648149245139	-0.00226516676003472	0.227287289733333	0.0481049191569444	-0.0111291581503472	0.167044974764792	-0.176989520315278	0.0970062979444444	0.0505385238479167	0.169133216063194	-0.0729884312991667	-0.634876718472222	0.524386309368056	0.0243758665861806	-0.0892254930640278	-0.0601193122892361	0.10166382181875
"WALKING_UPSTAIRS"	10	-0.952833007333333	-0.947573785166667	-0.948394682666667	-0.169403003837667	0.16993225467	-0.104105473918333	-0.334533955133333	-0.640021893333333	-0.392480907216667	-0.998470977333333	-0.999520137333333	-0.999730573166667	-0.9860464575	-0.998270296666667	-0.975691606	-0.810976017	-0.63333333375	-0.783333333333333	-0.964387826	-0.9864711005	-0.973991919333333	-0.9867615475	-0.992936939333333	-0.978241785333333	-0.999959721166667	-0.999391545833333	-0.998788357	-0.997481787833333	-0.997840456	-0.997083709666667	-0.998621179333333	-0.9968610995	-0.999636055	-0.999755732833333	-0.652726043733333	-0.998337936333333	-0.999121236833333	-0.9661191675	-0.9968670235	-0.9991141935	0.1506301434	-0.9719009915	-0.961517524833333	-0.0780857210166667	0.3031489765	-0.441918171333333	0.964994614166667	0.982415021166667	-0.978821068833333	0.173001875733333	0.217058407961667	0.24930384385	0.101013702583333	0.0545057055688333	-0.181524693953333	0.1551405275745	-0.149010197133333	0.234530619533333	0.212343788616667	-0.078152882769	-0.859151797333333	0.805222717166667	0.11521911527	-0.0984885261	-0.50762643359	0.296032684613333
